"admission_date","release_date","race","ethnicity","admission_status","charge","severity","bail_eligible"
2019-06-14,2020-02-08,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-22,2019-04-27,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-06,2020-10-15,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-12-10,2020-12-13,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-05-18,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-25,2019-04-27,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-03,2020-10-08,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-08-24,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-27,2019-08-09,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-02,2019-08-10,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-27,2019-12-10,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-19,2019-11-15,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-21,2019-06-28,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-09,2019-04-02,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-18,2019-02-22,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-08,2019-04-11,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-06-15,2020-06-18,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-22,2020-01-03,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-22,2019-12-24,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-02,2019-09-06,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-08,2020-10-17,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-04,2019-08-08,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-05,2019-02-09,"Asian","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-09,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-25,2020-01-23,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-12-11,NA,"Asian","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-01,2020-11-20,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-04,2019-07-03,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-10,2020-03-27,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-03,2019-11-01,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-10,2019-10-25,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-23,2019-07-31,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-11-16,2020-03-15,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-30,2019-12-12,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-12-30,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-28,2020-02-04,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-08-20,2020-03-03,"White","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-06-05,2020-09-05,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-09-07,NA,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-03-06,2020-03-07,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-06-11,2020-06-25,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-05-28,2020-06-02,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-20,2019-12-21,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-24,2019-06-08,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-12,2020-04-01,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-02-07,2019-11-01,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-01,2019-04-18,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-21,2019-04-03,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-09,2019-12-13,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-05-21,2020-10-31,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-15,2019-11-19,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-04-26,2020-06-18,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-24,2020-01-08,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-09,2019-08-14,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-09-30,NA,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-09-28,2020-01-24,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-12-12,2020-04-10,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-11-09,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-09-24,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-03-13,2020-04-14,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-03-06,2019-11-23,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-15,2019-06-19,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-19,2019-03-23,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-03,2019-08-06,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-24,2020-10-28,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-03,2019-11-11,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-04-18,2020-02-03,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-20,2019-05-10,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-04-11,2020-05-23,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-04,2020-08-20,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-03-15,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-12-30,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-05,2020-08-26,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-04-01,2020-04-03,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-28,2019-11-15,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-24,2019-05-14,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-08,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-09-14,NA,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-10-01,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-09-09,NA,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-06,2019-10-16,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-04,2020-11-05,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-08-01,2019-08-03,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-11-20,2020-12-04,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-10,2019-02-28,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-20,2019-05-04,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-13,2020-02-06,"Asian","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-15,2019-07-19,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-12-20,2019-12-24,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-12-11,2020-02-05,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-15,2020-09-10,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-11,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-11-20,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-28,2019-07-11,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-08-23,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-17,2019-06-19,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-02,2020-10-07,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-06,2019-09-13,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-18,2019-12-19,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-02-29,2020-04-09,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-08,2019-03-26,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-02,2019-11-08,"Asian","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-31,2020-01-08,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-08-20,2020-08-28,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-15,2019-10-08,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-19,2019-07-16,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-22,2019-08-27,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-05,2020-01-25,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-14,2019-02-20,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-03,2019-05-09,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-17,2020-07-24,"Unknown","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-27,2019-09-05,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-19,2020-10-19,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-05-04,2020-09-01,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-05,2019-05-23,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-01-16,2019-01-19,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-01-15,2019-02-27,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-09-23,2020-12-16,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-31,2020-04-02,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-28,2019-08-27,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-05,2019-12-10,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-05-08,2020-08-29,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-07-30,2019-08-03,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-29,2019-08-31,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-06,2020-01-11,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-01-30,2020-02-20,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-11,2019-12-06,"Unknown","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-05,2020-01-02,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-29,2020-01-13,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-02-01,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-03,2019-07-18,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-11-08,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-03-03,2020-04-17,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-08-13,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-01-14,2019-03-28,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-30,2020-11-03,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-28,2019-07-02,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-16,2019-11-22,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-16,2020-03-04,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-05-27,2020-09-17,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-03-21,2019-11-01,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-15,2019-11-26,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-14,2019-05-18,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-01,2020-07-11,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-11,2019-08-13,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-02,2020-12-08,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-05-02,2020-10-03,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-12-04,2020-09-30,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-13,2020-02-11,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-28,2019-07-31,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-09-18,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-22,2019-04-23,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-12-04,NA,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-08-30,2019-11-21,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-12,2019-07-19,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-01-23,2019-02-02,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-11,2019-11-07,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-02-10,2020-03-02,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-21,2020-04-10,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-05-29,2020-08-06,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-26,2019-10-05,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-05-17,2020-06-05,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-01-06,2019-01-12,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-22,2019-03-30,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-10,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-05-31,2020-06-13,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-04-17,2020-11-26,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-03-14,2019-12-21,"Unknown","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-11-13,2019-11-16,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-12-27,NA,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-22,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-10-09,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-04-26,NA,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-01-29,2019-04-23,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-01-08,2019-01-17,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-07,2019-11-05,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-19,2019-12-06,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-16,2019-09-06,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-03-26,2020-04-11,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-11-25,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-07-17,2020-07-26,"Unknown","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-07,2019-07-06,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-08-20,2020-08-25,"Asian","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-05-06,2019-08-07,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-22,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-26,2019-05-02,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-15,2019-03-29,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-01-19,2020-03-18,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-03-06,2019-03-09,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-26,2019-08-13,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-06-23,2019-08-02,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-10,NA,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-17,2019-03-21,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-11-21,NA,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-01,2019-08-01,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-01-17,2019-07-30,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-03-01,2020-04-24,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-07-11,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-15,2019-05-28,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-10-25,NA,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-01-09,2019-01-16,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-02-10,2019-03-06,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-07-06,2019-07-09,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-03-13,2019-03-29,"Asian","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-04-09,2019-04-17,"Black","Unknown","Unknown","PL 140.25","Violent Felony","Eligible"
2019-11-16,2019-11-19,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-11-16,NA,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2019-07-17,2019-07-24,"Other","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-08-06,NA,"Other","Unknown","Other","PL 140.25","Violent Felony","Eligible"
2020-10-16,NA,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2020-09-04,NA,"White","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-08-17,2019-12-17,"Black","Unknown","Pretrial","PL 140.25","Violent Felony","Eligible"
2019-09-21,2020-04-24,"Black","Unknown","Other","PL 140.25","Violent Felony","Eligible"
